Jan-49, Canada, Alcoholic beverages, 2.257
Oct-90, British Columbia, Education and reading, 26.247
Oct-90, British Columbia, Alcoholic beverages, 26.257
Oct-90, Whitehorse Yukon, Education and reading, 29.247
Oct-90, Whitehorse Yukon, Alcoholic beverages, 29.257
Oct-90, Yellowknife Northwest Territories, Education and reading, 30.247
Oct-90, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Nov-90, Canada, Education and reading, 2.247
Nov-90, Canada, Alcoholic beverages, 2.257
Nov-90, Newfoundland and Labrador, Education and reading, 3.247
Nov-90, Newfoundland and Labrador, Alcoholic beverages, 3.257
Nov-90, Prince Edward Island, Education and reading, 5.247
Nov-90, Prince Edward Island, Alcoholic beverages, 5.257
Nov-90, Nova Scotia, Education and reading, 7.247
Nov-90, Nova Scotia, Alcoholic beverages, 7.257
Nov-90, New Brunswick, Education and reading, 9.247
Nov-90, New Brunswick, Alcoholic beverages, 9.257
Nov-90, Quebec, Education and reading, 11.247
Nov-90, Quebec, Alcoholic beverages, 11.257
Nov-90, Ontario, Education and reading, 14.247
Nov-90, Ontario, Alcoholic beverages, 14.257
Nov-90, Manitoba, Education and reading, 18.247
Nov-90, Manitoba, Alcoholic beverages, 18.257
Nov-90, Saskatchewan, Education and reading, 20.247
Nov-90, Saskatchewan, Alcoholic beverages, 20.257
Nov-90, Alberta, Education and reading, 23.247
Nov-90, Alberta, Alcoholic beverages, 23.257
Nov-90, British Columbia, Education and reading, 26.247
Nov-90, British Columbia, Alcoholic beverages, 26.257
Nov-90, Whitehorse Yukon, Education and reading, 29.247
Nov-90, Whitehorse Yukon, Alcoholic beverages, 29.257
Nov-90, Yellowknife Northwest Territories, Education and reading, 30.247
Nov-90, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Dec-90, Canada, Education and reading, 2.247
Dec-90, Canada, Alcoholic beverages, 2.257
Dec-90, Newfoundland and Labrador, Education and reading, 3.247
Dec-90, Newfoundland and Labrador, Alcoholic beverages, 3.257
Dec-90, Prince Edward Island, Education and reading, 5.247
Dec-90, Prince Edward Island, Alcoholic beverages, 5.257
Dec-90, Nova Scotia, Education and reading, 7.247
Dec-90, Nova Scotia, Alcoholic beverages, 7.257
Dec-90, New Brunswick, Education and reading, 9.247
Dec-90, New Brunswick, Alcoholic beverages, 9.257
Dec-90, Quebec, Education and reading, 11.247
Dec-90, Quebec, Alcoholic beverages, 11.257
Dec-90, Ontario, Education and reading, 14.247
Dec-90, Ontario, Alcoholic beverages, 14.257
Dec-90, Manitoba, Education and reading, 18.247
Dec-90, Manitoba, Alcoholic beverages, 18.257
Dec-90, Saskatchewan, Education and reading, 20.247
Dec-90, Saskatchewan, Alcoholic beverages, 20.257
Dec-90, Alberta, Education and reading, 23.247
Dec-90, Alberta, Alcoholic beverages, 23.257
Dec-90, British Columbia, Education and reading, 26.247
Dec-90, British Columbia, Alcoholic beverages, 26.257
Dec-90, Whitehorse Yukon, Education and reading, 29.247
Dec-90, Whitehorse Yukon, Alcoholic beverages, 29.257
Dec-90, Yellowknife Northwest Territories, Education and reading, 30.247
Dec-90, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jan-91, Canada, Education and reading, 2.247
Jan-91, Canada, Alcoholic beverages, 2.257
Jan-91, Newfoundland and Labrador, Education and reading, 3.247
Jan-91, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jan-91, Prince Edward Island, Education and reading, 5.247
Jan-91, Prince Edward Island, Alcoholic beverages, 5.257
Jan-91, Nova Scotia, Education and reading, 7.247
Jan-91, Nova Scotia, Alcoholic beverages, 7.257
Jan-91, New Brunswick, Education and reading, 9.247
Jan-91, New Brunswick, Alcoholic beverages, 9.257
Jan-91, Quebec, Education and reading, 11.247
Jan-91, Quebec, Alcoholic beverages, 11.257
Jan-91, Ontario, Education and reading, 14.247
Jan-91, Ontario, Alcoholic beverages, 14.257
Jan-91, Manitoba, Education and reading, 18.247
Jan-91, Manitoba, Alcoholic beverages, 18.257
Jan-91, Saskatchewan, Education and reading, 20.247
Jan-91, Saskatchewan, Alcoholic beverages, 20.257
Jan-91, Alberta, Education and reading, 23.247
Jan-91, Alberta, Alcoholic beverages, 23.257
Jan-91, British Columbia, Education and reading, 26.247
Jan-91, British Columbia, Alcoholic beverages, 26.257
Jan-91, Whitehorse Yukon, Education and reading, 29.247
Jan-91, Whitehorse Yukon, Alcoholic beverages, 29.257
Jan-91, Yellowknife Northwest Territories, Education and reading, 30.247
Jan-91, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Feb-91, Canada, Education and reading, 2.247
Feb-91, Canada, Alcoholic beverages, 2.257
Feb-91, Newfoundland and Labrador, Education and reading, 3.247
Feb-91, Newfoundland and Labrador, Alcoholic beverages, 3.257
Feb-91, Prince Edward Island, Education and reading, 5.247
Feb-91, Prince Edward Island, Alcoholic beverages, 5.257
Feb-91, Nova Scotia, Education and reading, 7.247
Feb-91, Nova Scotia, Alcoholic beverages, 7.257
Feb-91, New Brunswick, Education and reading, 9.247
Feb-91, New Brunswick, Alcoholic beverages, 9.257
Feb-91, Quebec, Education and reading, 11.247
Feb-91, Quebec, Alcoholic beverages, 11.257
Feb-91, Ontario, Education and reading, 14.247
Feb-91, Ontario, Alcoholic beverages, 14.257
Feb-91, Manitoba, Education and reading, 18.247
Feb-91, Manitoba, Alcoholic beverages, 18.257
Feb-91, Saskatchewan, Education and reading, 20.247
Feb-91, Saskatchewan, Alcoholic beverages, 20.257
Feb-91, Alberta, Education and reading, 23.247
Feb-91, Alberta, Alcoholic beverages, 23.257
Feb-91, British Columbia, Education and reading, 26.247
Feb-91, British Columbia, Alcoholic beverages, 26.257
Feb-91, Whitehorse Yukon, Education and reading, 29.247
Feb-91, Whitehorse Yukon, Alcoholic beverages, 29.257
Feb-91, Yellowknife Northwest Territories, Education and reading, 30.247
Feb-91, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Mar-91, Canada, Education and reading, 2.247
Mar-91, Canada, Alcoholic beverages, 2.257
Mar-91, Newfoundland and Labrador, Education and reading, 3.247
Mar-91, Newfoundland and Labrador, Alcoholic beverages, 3.257
Mar-91, Prince Edward Island, Education and reading, 5.247
Mar-91, Prince Edward Island, Alcoholic beverages, 5.257
Mar-91, Nova Scotia, Education and reading, 7.247
Mar-91, Nova Scotia, Alcoholic beverages, 7.257
Mar-91, New Brunswick, Education and reading, 9.247
Mar-91, New Brunswick, Alcoholic beverages, 9.257
Mar-91, Quebec, Education and reading, 11.247
Mar-91, Quebec, Alcoholic beverages, 11.257
Mar-91, Ontario, Education and reading, 14.247
Mar-91, Ontario, Alcoholic beverages, 14.257
Mar-91, Manitoba, Education and reading, 18.247
Mar-91, Manitoba, Alcoholic beverages, 18.257
Mar-91, Saskatchewan, Education and reading, 20.247
Mar-91, Saskatchewan, Alcoholic beverages, 20.257
Mar-91, Alberta, Education and reading, 23.247
Mar-91, Alberta, Alcoholic beverages, 23.257
Mar-91, British Columbia, Education and reading, 26.247
Mar-91, British Columbia, Alcoholic beverages, 26.257
Mar-91, Whitehorse Yukon, Education and reading, 29.247
Mar-91, Whitehorse Yukon, Alcoholic beverages, 29.257
Mar-91, Yellowknife Northwest Territories, Education and reading, 30.247
Mar-91, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Apr-91, Canada, Education and reading, 2.247
Apr-91, Canada, Alcoholic beverages, 2.257
Apr-91, Newfoundland and Labrador, Education and reading, 3.247
Apr-91, Newfoundland and Labrador, Alcoholic beverages, 3.257
Apr-91, Prince Edward Island, Education and reading, 5.247
Apr-91, Prince Edward Island, Alcoholic beverages, 5.257
Apr-91, Nova Scotia, Education and reading, 7.247
Apr-91, Nova Scotia, Alcoholic beverages, 7.257
Apr-91, New Brunswick, Education and reading, 9.247
Apr-91, New Brunswick, Alcoholic beverages, 9.257
Apr-91, Quebec, Education and reading, 11.247
Apr-91, Quebec, Alcoholic beverages, 11.257
Apr-91, Ontario, Education and reading, 14.247
Apr-91, Ontario, Alcoholic beverages, 14.257
Apr-91, Manitoba, Education and reading, 18.247
Apr-91, Manitoba, Alcoholic beverages, 18.257
Apr-91, Saskatchewan, Education and reading, 20.247
Apr-91, Saskatchewan, Alcoholic beverages, 20.257
Apr-91, Alberta, Education and reading, 23.247
Apr-91, Alberta, Alcoholic beverages, 23.257
Apr-91, British Columbia, Education and reading, 26.247
Apr-91, British Columbia, Alcoholic beverages, 26.257
Apr-91, Whitehorse Yukon, Education and reading, 29.247
Apr-91, Whitehorse Yukon, Alcoholic beverages, 29.257
Apr-91, Yellowknife Northwest Territories, Education and reading, 30.247
Apr-91, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
May-91, Canada, Education and reading, 2.247
May-91, Canada, Alcoholic beverages, 2.257
May-91, Newfoundland and Labrador, Education and reading, 3.247
May-91, Newfoundland and Labrador, Alcoholic beverages, 3.257
May-91, Prince Edward Island, Education and reading, 5.247
May-91, Prince Edward Island, Alcoholic beverages, 5.257
May-91, Nova Scotia, Education and reading, 7.247
May-91, Nova Scotia, Alcoholic beverages, 7.257
May-91, New Brunswick, Education and reading, 9.247
May-91, New Brunswick, Alcoholic beverages, 9.257
May-91, Quebec, Education and reading, 11.247
May-91, Quebec, Alcoholic beverages, 11.257
May-91, Ontario, Education and reading, 14.247
May-91, Ontario, Alcoholic beverages, 14.257
May-91, Manitoba, Education and reading, 18.247
May-91, Manitoba, Alcoholic beverages, 18.257
May-91, Saskatchewan, Education and reading, 20.247
May-91, Saskatchewan, Alcoholic beverages, 20.257
May-91, Alberta, Education and reading, 23.247
May-91, Alberta, Alcoholic beverages, 23.257
May-91, British Columbia, Education and reading, 26.247
May-91, British Columbia, Alcoholic beverages, 26.257
May-91, Whitehorse Yukon, Education and reading, 29.247
May-91, Whitehorse Yukon, Alcoholic beverages, 29.257
May-91, Yellowknife Northwest Territories, Education and reading, 30.247
May-91, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jun-91, Canada, Education and reading, 2.247
Jun-91, Canada, Alcoholic beverages, 2.257
Jun-91, Newfoundland and Labrador, Education and reading, 3.247
Jun-91, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jun-91, Prince Edward Island, Education and reading, 5.247
Jun-91, Prince Edward Island, Alcoholic beverages, 5.257
Jun-91, Nova Scotia, Education and reading, 7.247
Jun-91, Nova Scotia, Alcoholic beverages, 7.257
Jun-91, New Brunswick, Education and reading, 9.247
Jun-91, New Brunswick, Alcoholic beverages, 9.257
Jun-91, Quebec, Education and reading, 11.247
Jun-91, Quebec, Alcoholic beverages, 11.257
Jun-91, Ontario, Education and reading, 14.247
Jun-91, Ontario, Alcoholic beverages, 14.257
Jun-91, Manitoba, Education and reading, 18.247
Jun-91, Manitoba, Alcoholic beverages, 18.257
Jun-91, Saskatchewan, Education and reading, 20.247
Jun-91, Saskatchewan, Alcoholic beverages, 20.257
Jun-91, Alberta, Education and reading, 23.247
Jun-91, Alberta, Alcoholic beverages, 23.257
Jun-91, British Columbia, Education and reading, 26.247
Jun-91, British Columbia, Alcoholic beverages, 26.257
Jun-91, Whitehorse Yukon, Education and reading, 29.247
Jun-91, Whitehorse Yukon, Alcoholic beverages, 29.257
Jun-91, Yellowknife Northwest Territories, Education and reading, 30.247
Jun-91, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jul-91, Canada, Education and reading, 2.247
Jul-91, Canada, Alcoholic beverages, 2.257
Jul-91, Newfoundland and Labrador, Education and reading, 3.247
Jul-91, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jul-91, Prince Edward Island, Education and reading, 5.247
Jul-91, Prince Edward Island, Alcoholic beverages, 5.257
Jul-91, Nova Scotia, Education and reading, 7.247
Jul-91, Nova Scotia, Alcoholic beverages, 7.257
Jul-91, New Brunswick, Education and reading, 9.247
Jul-91, New Brunswick, Alcoholic beverages, 9.257
Jul-91, Quebec, Education and reading, 11.247
Jul-91, Quebec, Alcoholic beverages, 11.257
Jul-91, Ontario, Education and reading, 14.247
Jul-91, Ontario, Alcoholic beverages, 14.257
Jul-91, Manitoba, Education and reading, 18.247
Jul-91, Manitoba, Alcoholic beverages, 18.257
Jul-91, Saskatchewan, Education and reading, 20.247
Jul-91, Saskatchewan, Alcoholic beverages, 20.257
Jul-91, Alberta, Education and reading, 23.247
Jul-91, Alberta, Alcoholic beverages, 23.257
Jul-91, British Columbia, Education and reading, 26.247
Jul-91, British Columbia, Alcoholic beverages, 26.257
Jul-91, Whitehorse Yukon, Education and reading, 29.247
Jul-91, Whitehorse Yukon, Alcoholic beverages, 29.257
Jul-91, Yellowknife Northwest Territories, Education and reading, 30.247
Jul-91, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Aug-91, Canada, Education and reading, 2.247
Aug-91, Canada, Alcoholic beverages, 2.257
Aug-91, Newfoundland and Labrador, Education and reading, 3.247
Aug-91, Newfoundland and Labrador, Alcoholic beverages, 3.257
Aug-91, Prince Edward Island, Education and reading, 5.247
Aug-91, Prince Edward Island, Alcoholic beverages, 5.257
Aug-91, Nova Scotia, Education and reading, 7.247
Aug-91, Nova Scotia, Alcoholic beverages, 7.257
Aug-91, New Brunswick, Education and reading, 9.247
Aug-91, New Brunswick, Alcoholic beverages, 9.257
Aug-91, Quebec, Education and reading, 11.247
Aug-91, Quebec, Alcoholic beverages, 11.257
Aug-91, Ontario, Education and reading, 14.247
Aug-91, Ontario, Alcoholic beverages, 14.257
Aug-91, Manitoba, Education and reading, 18.247
Aug-91, Manitoba, Alcoholic beverages, 18.257
Aug-91, Saskatchewan, Education and reading, 20.247
Aug-91, Saskatchewan, Alcoholic beverages, 20.257
Aug-91, Alberta, Education and reading, 23.247
Aug-91, Alberta, Alcoholic beverages, 23.257
Aug-91, British Columbia, Education and reading, 26.247
Aug-91, British Columbia, Alcoholic beverages, 26.257
Aug-91, Whitehorse Yukon, Education and reading, 29.247
Aug-91, Whitehorse Yukon, Alcoholic beverages, 29.257
Aug-91, Yellowknife Northwest Territories, Education and reading, 30.247
Aug-91, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Sep-91, Canada, Education and reading, 2.247
Sep-91, Canada, Alcoholic beverages, 2.257
Sep-91, Newfoundland and Labrador, Education and reading, 3.247
Sep-91, Newfoundland and Labrador, Alcoholic beverages, 3.257
Sep-91, Prince Edward Island, Education and reading, 5.247
Sep-91, Prince Edward Island, Alcoholic beverages, 5.257
Sep-91, Nova Scotia, Education and reading, 7.247
Sep-91, Nova Scotia, Alcoholic beverages, 7.257
Sep-91, New Brunswick, Education and reading, 9.247
Sep-91, New Brunswick, Alcoholic beverages, 9.257
Sep-91, Quebec, Education and reading, 11.247
Sep-91, Quebec, Alcoholic beverages, 11.257
Sep-91, Ontario, Education and reading, 14.247
Sep-91, Ontario, Alcoholic beverages, 14.257
Sep-91, Manitoba, Education and reading, 18.247
Sep-91, Manitoba, Alcoholic beverages, 18.257
Sep-91, Saskatchewan, Education and reading, 20.247
Sep-91, Saskatchewan, Alcoholic beverages, 20.257
Sep-91, Alberta, Education and reading, 23.247
Sep-91, Alberta, Alcoholic beverages, 23.257
Sep-91, British Columbia, Education and reading, 26.247
Sep-91, British Columbia, Alcoholic beverages, 26.257
Sep-91, Whitehorse Yukon, Education and reading, 29.247
Sep-91, Whitehorse Yukon, Alcoholic beverages, 29.257
Sep-91, Yellowknife Northwest Territories, Education and reading, 30.247
Sep-91, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Oct-91, Canada, Education and reading, 2.247
Oct-91, Canada, Alcoholic beverages, 2.257
Oct-91, Newfoundland and Labrador, Education and reading, 3.247
Oct-91, Newfoundland and Labrador, Alcoholic beverages, 3.257
Oct-91, Prince Edward Island, Education and reading, 5.247
Oct-91, Prince Edward Island, Alcoholic beverages, 5.257
Oct-91, Nova Scotia, Education and reading, 7.247
Oct-91, Nova Scotia, Alcoholic beverages, 7.257
Oct-91, New Brunswick, Education and reading, 9.247
Oct-91, New Brunswick, Alcoholic beverages, 9.257
Oct-91, Quebec, Education and reading, 11.247
Oct-91, Quebec, Alcoholic beverages, 11.257
Oct-91, Ontario, Education and reading, 14.247
Oct-91, Ontario, Alcoholic beverages, 14.257
Oct-91, Manitoba, Education and reading, 18.247
Oct-91, Manitoba, Alcoholic beverages, 18.257
Oct-91, Saskatchewan, Education and reading, 20.247
Oct-91, Saskatchewan, Alcoholic beverages, 20.257
Oct-91, Alberta, Education and reading, 23.247
Oct-91, Alberta, Alcoholic beverages, 23.257
Oct-91, British Columbia, Education and reading, 26.247
Oct-91, British Columbia, Alcoholic beverages, 26.257
Oct-91, Whitehorse Yukon, Education and reading, 29.247
Oct-91, Whitehorse Yukon, Alcoholic beverages, 29.257
Oct-91, Yellowknife Northwest Territories, Education and reading, 30.247
Oct-91, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Nov-91, Canada, Education and reading, 2.247
Nov-91, Canada, Alcoholic beverages, 2.257
Nov-91, Newfoundland and Labrador, Education and reading, 3.247
Nov-91, Newfoundland and Labrador, Alcoholic beverages, 3.257
Nov-91, Prince Edward Island, Education and reading, 5.247
Nov-91, Prince Edward Island, Alcoholic beverages, 5.257
Nov-91, Nova Scotia, Education and reading, 7.247
Nov-91, Nova Scotia, Alcoholic beverages, 7.257
Nov-91, New Brunswick, Education and reading, 9.247
Nov-91, New Brunswick, Alcoholic beverages, 9.257
Nov-91, Quebec, Education and reading, 11.247
Nov-91, Quebec, Alcoholic beverages, 11.257
Nov-91, Ontario, Education and reading, 14.247
