Jan-49, Canada, Rented accommodation,2.8
Oct-79, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Oct-79, Prince Edward Island, Rented accommodation,5.8
Oct-79, Prince Edward Island, Owned accommodation,5.84
Oct-79, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Oct-79, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Oct-79, Nova Scotia, Rented accommodation,7.8
Oct-79, Nova Scotia, Owned accommodation,7.84
Oct-79, Halifax Nova Scotia, Rented accommodation,8.8
Oct-79, Halifax Nova Scotia, Owned accommodation,8.84
Oct-79, New Brunswick, Rented accommodation,9.8
Oct-79, New Brunswick, Owned accommodation,9.84
Oct-79, Saint John New Brunswick, Rented accommodation,10.8
Oct-79, Saint John New Brunswick, Owned accommodation,10.84
Oct-79, Quebec, Rented accommodation,11.8
Oct-79, Quebec, Owned accommodation,11.84
Oct-79, Québec Quebec, Rented accommodation,12.8
Oct-79, Québec Quebec, Owned accommodation,12.84
Oct-79, Montréal Quebec, Rented accommodation,13.8
Oct-79, Montréal Quebec, Owned accommodation,13.84
Oct-79, Ontario, Rented accommodation,14.8
Oct-79, Ontario, Owned accommodation,14.84
Oct-79, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Oct-79, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Oct-79, Toronto Ontario, Rented accommodation,16.8
Oct-79, Toronto Ontario, Owned accommodation,16.84
Oct-79, Thunder Bay Ontario, Rented accommodation,17.8
Oct-79, Thunder Bay Ontario, Owned accommodation,17.84
Oct-79, Manitoba, Rented accommodation,18.8
Oct-79, Manitoba, Owned accommodation,18.84
Oct-79, Winnipeg Manitoba, Rented accommodation,19.8
Oct-79, Winnipeg Manitoba, Owned accommodation,19.84
Oct-79, Saskatchewan, Rented accommodation,20.8
Oct-79, Saskatchewan, Owned accommodation,20.84
Oct-79, Regina Saskatchewan, Rented accommodation,21.8
Oct-79, Regina Saskatchewan, Owned accommodation,21.84
Oct-79, Saskatoon Saskatchewan, Rented accommodation,22.8
Oct-79, Saskatoon Saskatchewan, Owned accommodation,22.84
Oct-79, Alberta, Rented accommodation,23.8
Oct-79, Alberta, Owned accommodation,23.84
Oct-79, Edmonton Alberta, Rented accommodation,24.8
Oct-79, Edmonton Alberta, Owned accommodation,24.84
Oct-79, Calgary Alberta, Rented accommodation,25.8
Oct-79, Calgary Alberta, Owned accommodation,25.84
Oct-79, British Columbia, Rented accommodation,26.8
Oct-79, British Columbia, Owned accommodation,26.84
Oct-79, Vancouver British Columbia, Rented accommodation,27.8
Oct-79, Vancouver British Columbia, Owned accommodation,27.84
Nov-79, Canada, Rented accommodation,2.8
Nov-79, Canada, Owned accommodation,2.84
Nov-79, Newfoundland and Labrador, Rented accommodation,3.8
Nov-79, Newfoundland and Labrador, Owned accommodation,3.84
Nov-79, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Nov-79, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Nov-79, Prince Edward Island, Rented accommodation,5.8
Nov-79, Prince Edward Island, Owned accommodation,5.84
Nov-79, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Nov-79, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Nov-79, Nova Scotia, Rented accommodation,7.8
Nov-79, Nova Scotia, Owned accommodation,7.84
Nov-79, Halifax Nova Scotia, Rented accommodation,8.8
Nov-79, Halifax Nova Scotia, Owned accommodation,8.84
Nov-79, New Brunswick, Rented accommodation,9.8
Nov-79, New Brunswick, Owned accommodation,9.84
Nov-79, Saint John New Brunswick, Rented accommodation,10.8
Nov-79, Saint John New Brunswick, Owned accommodation,10.84
Nov-79, Quebec, Rented accommodation,11.8
Nov-79, Quebec, Owned accommodation,11.84
Nov-79, Québec Quebec, Rented accommodation,12.8
Nov-79, Québec Quebec, Owned accommodation,12.84
Nov-79, Montréal Quebec, Rented accommodation,13.8
Nov-79, Montréal Quebec, Owned accommodation,13.84
Nov-79, Ontario, Rented accommodation,14.8
Nov-79, Ontario, Owned accommodation,14.84
Nov-79, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Nov-79, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Nov-79, Toronto Ontario, Rented accommodation,16.8
Nov-79, Toronto Ontario, Owned accommodation,16.84
Nov-79, Thunder Bay Ontario, Rented accommodation,17.8
Nov-79, Thunder Bay Ontario, Owned accommodation,17.84
Nov-79, Manitoba, Rented accommodation,18.8
Nov-79, Manitoba, Owned accommodation,18.84
Nov-79, Winnipeg Manitoba, Rented accommodation,19.8
Nov-79, Winnipeg Manitoba, Owned accommodation,19.84
Nov-79, Saskatchewan, Rented accommodation,20.8
Nov-79, Saskatchewan, Owned accommodation,20.84
Nov-79, Regina Saskatchewan, Rented accommodation,21.8
Nov-79, Regina Saskatchewan, Owned accommodation,21.84
Nov-79, Saskatoon Saskatchewan, Rented accommodation,22.8
Nov-79, Saskatoon Saskatchewan, Owned accommodation,22.84
Nov-79, Alberta, Rented accommodation,23.8
Nov-79, Alberta, Owned accommodation,23.84
Nov-79, Edmonton Alberta, Rented accommodation,24.8
Nov-79, Edmonton Alberta, Owned accommodation,24.84
Nov-79, Calgary Alberta, Rented accommodation,25.8
Nov-79, Calgary Alberta, Owned accommodation,25.84
Nov-79, British Columbia, Rented accommodation,26.8
Nov-79, British Columbia, Owned accommodation,26.84
Nov-79, Vancouver British Columbia, Rented accommodation,27.8
Nov-79, Vancouver British Columbia, Owned accommodation,27.84
Dec-79, Canada, Rented accommodation,2.8
Dec-79, Canada, Owned accommodation,2.84
Dec-79, Newfoundland and Labrador, Rented accommodation,3.8
Dec-79, Newfoundland and Labrador, Owned accommodation,3.84
Dec-79, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Dec-79, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Dec-79, Prince Edward Island, Rented accommodation,5.8
Dec-79, Prince Edward Island, Owned accommodation,5.84
Dec-79, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Dec-79, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Dec-79, Nova Scotia, Rented accommodation,7.8
Dec-79, Nova Scotia, Owned accommodation,7.84
Dec-79, Halifax Nova Scotia, Rented accommodation,8.8
Dec-79, Halifax Nova Scotia, Owned accommodation,8.84
Dec-79, New Brunswick, Rented accommodation,9.8
Dec-79, New Brunswick, Owned accommodation,9.84
Dec-79, Saint John New Brunswick, Rented accommodation,10.8
Dec-79, Saint John New Brunswick, Owned accommodation,10.84
Dec-79, Quebec, Rented accommodation,11.8
Dec-79, Quebec, Owned accommodation,11.84
Dec-79, Québec Quebec, Rented accommodation,12.8
Dec-79, Québec Quebec, Owned accommodation,12.84
Dec-79, Montréal Quebec, Rented accommodation,13.8
Dec-79, Montréal Quebec, Owned accommodation,13.84
Dec-79, Ontario, Rented accommodation,14.8
Dec-79, Ontario, Owned accommodation,14.84
Dec-79, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Dec-79, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Dec-79, Toronto Ontario, Rented accommodation,16.8
Dec-79, Toronto Ontario, Owned accommodation,16.84
Dec-79, Thunder Bay Ontario, Rented accommodation,17.8
Dec-79, Thunder Bay Ontario, Owned accommodation,17.84
Dec-79, Manitoba, Rented accommodation,18.8
Dec-79, Manitoba, Owned accommodation,18.84
Dec-79, Winnipeg Manitoba, Rented accommodation,19.8
Dec-79, Winnipeg Manitoba, Owned accommodation,19.84
Dec-79, Saskatchewan, Rented accommodation,20.8
Dec-79, Saskatchewan, Owned accommodation,20.84
Dec-79, Regina Saskatchewan, Rented accommodation,21.8
Dec-79, Regina Saskatchewan, Owned accommodation,21.84
Dec-79, Saskatoon Saskatchewan, Rented accommodation,22.8
Dec-79, Saskatoon Saskatchewan, Owned accommodation,22.84
Dec-79, Alberta, Rented accommodation,23.8
Dec-79, Alberta, Owned accommodation,23.84
Dec-79, Edmonton Alberta, Rented accommodation,24.8
Dec-79, Edmonton Alberta, Owned accommodation,24.84
Dec-79, Calgary Alberta, Rented accommodation,25.8
Dec-79, Calgary Alberta, Owned accommodation,25.84
Dec-79, British Columbia, Rented accommodation,26.8
Dec-79, British Columbia, Owned accommodation,26.84
Dec-79, Vancouver British Columbia, Rented accommodation,27.8
Dec-79, Vancouver British Columbia, Owned accommodation,27.84
Jan-80, Canada, Rented accommodation,2.8
Jan-80, Canada, Owned accommodation,2.84
Jan-80, Newfoundland and Labrador, Rented accommodation,3.8
Jan-80, Newfoundland and Labrador, Owned accommodation,3.84
Jan-80, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Jan-80, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Jan-80, Prince Edward Island, Rented accommodation,5.8
Jan-80, Prince Edward Island, Owned accommodation,5.84
Jan-80, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Jan-80, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Jan-80, Nova Scotia, Rented accommodation,7.8
Jan-80, Nova Scotia, Owned accommodation,7.84
Jan-80, Halifax Nova Scotia, Rented accommodation,8.8
Jan-80, Halifax Nova Scotia, Owned accommodation,8.84
Jan-80, New Brunswick, Rented accommodation,9.8
Jan-80, New Brunswick, Owned accommodation,9.84
Jan-80, Saint John New Brunswick, Rented accommodation,10.8
Jan-80, Saint John New Brunswick, Owned accommodation,10.84
Jan-80, Quebec, Rented accommodation,11.8
Jan-80, Quebec, Owned accommodation,11.84
Jan-80, Québec Quebec, Rented accommodation,12.8
Jan-80, Québec Quebec, Owned accommodation,12.84
Jan-80, Montréal Quebec, Rented accommodation,13.8
Jan-80, Montréal Quebec, Owned accommodation,13.84
Jan-80, Ontario, Rented accommodation,14.8
Jan-80, Ontario, Owned accommodation,14.84
Jan-80, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Jan-80, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Jan-80, Toronto Ontario, Rented accommodation,16.8
Jan-80, Toronto Ontario, Owned accommodation,16.84
Jan-80, Thunder Bay Ontario, Rented accommodation,17.8
Jan-80, Thunder Bay Ontario, Owned accommodation,17.84
Jan-80, Manitoba, Rented accommodation,18.8
Jan-80, Manitoba, Owned accommodation,18.84
Jan-80, Winnipeg Manitoba, Rented accommodation,19.8
Jan-80, Winnipeg Manitoba, Owned accommodation,19.84
Jan-80, Saskatchewan, Rented accommodation,20.8
Jan-80, Saskatchewan, Owned accommodation,20.84
Jan-80, Regina Saskatchewan, Rented accommodation,21.8
Jan-80, Regina Saskatchewan, Owned accommodation,21.84
Jan-80, Saskatoon Saskatchewan, Rented accommodation,22.8
Jan-80, Saskatoon Saskatchewan, Owned accommodation,22.84
Jan-80, Alberta, Rented accommodation,23.8
Jan-80, Alberta, Owned accommodation,23.84
Jan-80, Edmonton Alberta, Rented accommodation,24.8
Jan-80, Edmonton Alberta, Owned accommodation,24.84
Jan-80, Calgary Alberta, Rented accommodation,25.8
Jan-80, Calgary Alberta, Owned accommodation,25.84
Jan-80, British Columbia, Rented accommodation,26.8
Jan-80, British Columbia, Owned accommodation,26.84
Jan-80, Vancouver British Columbia, Rented accommodation,27.8
Jan-80, Vancouver British Columbia, Owned accommodation,27.84
Feb-80, Canada, Rented accommodation,2.8
Feb-80, Canada, Owned accommodation,2.84
Feb-80, Newfoundland and Labrador, Rented accommodation,3.8
Feb-80, Newfoundland and Labrador, Owned accommodation,3.84
Feb-80, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Feb-80, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Feb-80, Prince Edward Island, Rented accommodation,5.8
Feb-80, Prince Edward Island, Owned accommodation,5.84
Feb-80, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Feb-80, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Feb-80, Nova Scotia, Rented accommodation,7.8
Feb-80, Nova Scotia, Owned accommodation,7.84
Feb-80, Halifax Nova Scotia, Rented accommodation,8.8
Feb-80, Halifax Nova Scotia, Owned accommodation,8.84
Feb-80, New Brunswick, Rented accommodation,9.8
Feb-80, New Brunswick, Owned accommodation,9.84
Feb-80, Saint John New Brunswick, Rented accommodation,10.8
Feb-80, Saint John New Brunswick, Owned accommodation,10.84
Feb-80, Quebec, Rented accommodation,11.8
Feb-80, Quebec, Owned accommodation,11.84
Feb-80, Québec Quebec, Rented accommodation,12.8
Feb-80, Québec Quebec, Owned accommodation,12.84
Feb-80, Montréal Quebec, Rented accommodation,13.8
Feb-80, Montréal Quebec, Owned accommodation,13.84
Feb-80, Ontario, Rented accommodation,14.8
Feb-80, Ontario, Owned accommodation,14.84
Feb-80, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Feb-80, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Feb-80, Toronto Ontario, Rented accommodation,16.8
Feb-80, Toronto Ontario, Owned accommodation,16.84
Feb-80, Thunder Bay Ontario, Rented accommodation,17.8
Feb-80, Thunder Bay Ontario, Owned accommodation,17.84
Feb-80, Manitoba, Rented accommodation,18.8
Feb-80, Manitoba, Owned accommodation,18.84
Feb-80, Winnipeg Manitoba, Rented accommodation,19.8
Feb-80, Winnipeg Manitoba, Owned accommodation,19.84
Feb-80, Saskatchewan, Rented accommodation,20.8
Feb-80, Saskatchewan, Owned accommodation,20.84
Feb-80, Regina Saskatchewan, Rented accommodation,21.8
Feb-80, Regina Saskatchewan, Owned accommodation,21.84
Feb-80, Saskatoon Saskatchewan, Rented accommodation,22.8
Feb-80, Saskatoon Saskatchewan, Owned accommodation,22.84
Feb-80, Alberta, Rented accommodation,23.8
Feb-80, Alberta, Owned accommodation,23.84
Feb-80, Edmonton Alberta, Rented accommodation,24.8
Feb-80, Edmonton Alberta, Owned accommodation,24.84
Feb-80, Calgary Alberta, Rented accommodation,25.8
Feb-80, Calgary Alberta, Owned accommodation,25.84
Feb-80, British Columbia, Rented accommodation,26.8
Feb-80, British Columbia, Owned accommodation,26.84
Feb-80, Vancouver British Columbia, Rented accommodation,27.8
Feb-80, Vancouver British Columbia, Owned accommodation,27.84
Mar-80, Canada, Rented accommodation,2.8
Mar-80, Canada, Owned accommodation,2.84
Mar-80, Newfoundland and Labrador, Rented accommodation,3.8
Mar-80, Newfoundland and Labrador, Owned accommodation,3.84
Mar-80, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Mar-80, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Mar-80, Prince Edward Island, Rented accommodation,5.8
Mar-80, Prince Edward Island, Owned accommodation,5.84
Mar-80, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Mar-80, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Mar-80, Nova Scotia, Rented accommodation,7.8
Mar-80, Nova Scotia, Owned accommodation,7.84
Mar-80, Halifax Nova Scotia, Rented accommodation,8.8
Mar-80, Halifax Nova Scotia, Owned accommodation,8.84
Mar-80, New Brunswick, Rented accommodation,9.8
Mar-80, New Brunswick, Owned accommodation,9.84
Mar-80, Saint John New Brunswick, Rented accommodation,10.8
Mar-80, Saint John New Brunswick, Owned accommodation,10.84
Mar-80, Quebec, Rented accommodation,11.8
Mar-80, Quebec, Owned accommodation,11.84
Mar-80, Québec Quebec, Rented accommodation,12.8
Mar-80, Québec Quebec, Owned accommodation,12.84
Mar-80, Montréal Quebec, Rented accommodation,13.8
Mar-80, Montréal Quebec, Owned accommodation,13.84
Mar-80, Ontario, Rented accommodation,14.8
Mar-80, Ontario, Owned accommodation,14.84
Mar-80, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Mar-80, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Mar-80, Toronto Ontario, Rented accommodation,16.8
Mar-80, Toronto Ontario, Owned accommodation,16.84
Mar-80, Thunder Bay Ontario, Rented accommodation,17.8
Mar-80, Thunder Bay Ontario, Owned accommodation,17.84
Mar-80, Manitoba, Rented accommodation,18.8
Mar-80, Manitoba, Owned accommodation,18.84
Mar-80, Winnipeg Manitoba, Rented accommodation,19.8
Mar-80, Winnipeg Manitoba, Owned accommodation,19.84
Mar-80, Saskatchewan, Rented accommodation,20.8
Mar-80, Saskatchewan, Owned accommodation,20.84
Mar-80, Regina Saskatchewan, Rented accommodation,21.8
Mar-80, Regina Saskatchewan, Owned accommodation,21.84
Mar-80, Saskatoon Saskatchewan, Rented accommodation,22.8
Mar-80, Saskatoon Saskatchewan, Owned accommodation,22.84
Mar-80, Alberta, Rented accommodation,23.8
Mar-80, Alberta, Owned accommodation,23.84
Mar-80, Edmonton Alberta, Rented accommodation,24.8
Mar-80, Edmonton Alberta, Owned accommodation,24.84
Mar-80, Calgary Alberta, Rented accommodation,25.8
Mar-80, Calgary Alberta, Owned accommodation,25.84
Mar-80, British Columbia, Rented accommodation,26.8
Mar-80, British Columbia, Owned accommodation,26.84
Mar-80, Vancouver British Columbia, Rented accommodation,27.8
Mar-80, Vancouver British Columbia, Owned accommodation,27.84
Apr-80, Canada, Rented accommodation,2.8
Apr-80, Canada, Owned accommodation,2.84
Apr-80, Newfoundland and Labrador, Rented accommodation,3.8
Apr-80, Newfoundland and Labrador, Owned accommodation,3.84
Apr-80, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Apr-80, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Apr-80, Prince Edward Island, Rented accommodation,5.8
Apr-80, Prince Edward Island, Owned accommodation,5.84
Apr-80, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
